Instância	melhor custo	média custo		std custo	média tempo		std tempo


############################Aleatório############################

RanReal_n010_ds_09.txt	2498.68		2266.329	131.006		0.000	0.000
RanReal_n010_ds_10.txt	1975.64		1907.540	49.913		0.000	0.000
RanReal_n010_ss_01.txt	2508.48		2230.703	223.485		0.000	0.000
RanReal_n010_ss_02.txt	1996.99		1816.486	110.628		0.000	0.000
RanReal_n010_ss_03.txt	2291.94		2100.011	152.521		0.000	0.000
RanReal_n010_ss_04.txt	2464.15		2092.298	261.846		0.000	0.000
RanReal_n010_ss_05.txt	2403.52		2104.950	212.723		0.000	0.000
RanReal_n010_ss_06.txt	2026.74		1819.132	150.987		0.000	0.000
RanReal_n010_ss_07.txt	2297.35		2044.180	159.002		0.000	0.000
RanReal_n010_ss_08.txt	2450.01		2157.235	232.146		0.000	0.000
RanReal_n010_ss_09.txt	2423.09		2304.130	131.231		0.000	0.000
RanReal_n010_ss_10.txt	1910.40		1768.102	109.118		0.000	0.000
RanReal_n012_ds_01.txt	1570.06		1300.456	209.160		0.000	0.000
RanReal_n012_ds_02.txt	1620.38		1348.171	186.738		0.000	0.000
RanReal_n012_ds_03.txt	1311.53		1209.904	106.092		0.000	0.000
RanReal_n012_ds_04.txt	1653.26		1449.527	158.660		0.000	0.000
RanReal_n012_ds_05.txt	1488.44		1317.138	163.401		0.000	0.000
RanReal_n012_ds_06.txt	1455.72		1244.222	127.357		0.000	0.000
RanReal_n012_ds_07.txt	1629.61		1434.018	156.912		0.000	0.000
RanReal_n012_ds_08.txt	1305.34		1099.150	103.980		0.000	0.000
RanReal_n012_ds_09.txt	1136.26		1012.447	76.086		0.000	0.000
RanReal_n012_ds_10.txt	1547.82		1475.922	54.333		0.000	0.000
RanReal_n012_ss_01.txt	1380.77		1161.584	122.959		0.000	0.000
RanReal_n012_ss_02.txt	1573.45		1340.104	172.862		0.000	0.000
RanReal_n012_ss_03.txt	1294.72		1137.217	111.885		0.000	0.000
RanReal_n012_ss_04.txt	1593.16		1295.424	220.780		0.000	0.000
RanReal_n012_ss_05.txt	1501.64		1357.563	200.025		0.000	0.000
RanReal_n012_ss_06.txt	1151.61		1101.246	53.380		0.000	0.000
